No,Hole ID,Depth,Dip,Azimuth
884,OVD045,130,-59.18,237.81
885,OVD045,135,-59.2,237.92
886,OVD045,140,-59.18,238.11
887,OVD045,145,-59.23,238.19
888,OVD045,147.36,-59.22,238.04
889,OVD046,0,-85.36,243.58
890,OVD046,5,-85.32,245.51
891,OVD046,10,-85.31,245.6
892,OVD046,15,-85.37,246.43
893,OVD046,20,-85.29,246.85
894,OVD046,25,-85.23,245.72
895,OVD046,30,-85.14,245.2
896,OVD046,35,-85.31,246.25
897,OVD046,40,-85.37,246.32
898,OVD046,45,-85.39,245.75
899,OVD046,50,-85.4,246.07
900,OVD046,55,-85.36,245.63
901,OVD046,60,-85.37,246.24
902,OVD046,65,-85.45,245.76
903,OVD046,70,-85.5,246.08
904,OVD046,75,-85.38,246.46
905,OVD046,80,-85.41,245.57
906,OVD046,85,-85.49,247.96
907,OVD046,90,-85.44,250.89
908,OVD046,95,-85.38,249.75
909,OVD046,100,-85.39,249.54
910,OVD046,105,-85.43,250.28
911,OVD046,110,-85.42,250.52
912,OVD046,115,-85.36,249.96
913,OVD046,120,-85.34,250.9
914,OVD046,125,-85.37,251.9
915,OVD046,130,-85.37,251.56
916,OVD046,135,-85.33,251.57
917,OVD046,140,-85.22,251.73
918,OVD046,145,-85.33,254.1
919,OVD046,150,-85.35,253.86
920,OVD046,155,-85.26,252.44
921,OVD046,160,-85.28,251.88
922,OVD046,165,-85.37,253.67
923,OVD046,170,-85.37,253
924,OVD046,175,-85.35,253.08
925,OVD046,180,-85.29,252.76
926,OVD046,185,-85.34,254.05
927,OVD046,190,-85.39,252.96
928,OVD046,195,-85.35,252.96
929,OVD046,200,-85.3,252.81
930,OVD046,205,-85.41,253.47
931,OVD046,207.28,-85.43,253.45
932,OVD047,0,-78.6,58.54
933,OVD047,5,-78.6,58.48
934,OVD047,10,-78.7,58.84
935,OVD047,15,-78.7,59.36
936,OVD047,20,-78.7,59.41
937,OVD047,25,-78.7,58.65
938,OVD047,30,-78.7,59.37
939,OVD047,35,-78.7,59.26
940,OVD047,40,-78.6,59.19
941,OVD047,45,-78.6,59.2
942,OVD047,50,-78.6,59.1
943,OVD047,55,-78.6,59.1
944,OVD047,60,-78.7,59.06
945,OVD047,65,-78.7,59.29
946,OVD047,70,-78.8,59.58
947,OVD047,75,-78.8,59.66
948,OVD047,80,-78.6,59.84
949,OVD047,85,-78.7,59.96
950,OVD047,90,-78.7,60.64
951,OVD047,95,-78.6,60.31
952,OVD047,100,-78.6,60.48
953,OVD047,105,-78.7,60.53
954,OVD047,110,-78.7,60.98
955,OVD047,115,-78.5,60.46
956,OVD047,120,-78.6,60.75
957,OVD047,125,-78.7,61.44
958,OVD047,130,-78.7,61.7
959,OVD047,135,-78.7,61.34
960,OVD047,140,-78.8,61.63
961,OVD047,145,-78.8,61.42
962,OVD047,150,-78.7,60.98
963,OVD047,155,-78.5,60.8
964,OVD047,160,-78.6,60.84
965,OVD047,165,-78.6,62.21
966,OVD047,170,-78.6,62.27
967,OVD047,175,-78.8,62.96
968,OVD047,180,-78.9,63.81
969,OVD047,185,-78.7,65.09
970,OVD047,190,-78.8,65.5
971,OVD047,195,-79,66.48
972,OVD047,200,-79.2,67.61
973,OVD047,205,-79.2,68.27
974,OVD047,210,-79.2,68.61
975,OVD047,215,-79.2,69.15
976,OVD047,220,-79,70.26
977,OVD047,225,-78.9,70.38
978,OVD047,230,-78.5,69.79
979,OVD047,235,-78.6,68.93
980,OVD047,240,-78.6,69.72
981,OVD047,245,-78.4,69.9
982,OVD047,250,-78.2,69.58
983,OVD047,255,-78.1,69.43
984,OVD047,260,-78.1,69.89
985,OVD047,265,-78,69.6
986,OVD047,270,-78,69.44
987,OVD047,275,-77.9,69.77
988,OVD047,280,-77.9,69.58
989,OVD047,285,-77.8,69.99
990,OVD047,290,-77.6,70.2
991,OVD047,295,-77.6,70.14
992,OVD047,300,-77.5,70.35
993,OVD047,305,-77.5,70.35
994,OVD047,310,-77.4,70.53
995,OVD047,315,-77.4,70.46
996,OVD047,320,-77.2,70.44
997,OVD047,325,-77.2,70.47
998,OVD047,330,-77.1,70.62
999,OVD047,335,-77.2,70.67
1000,OVD047,339,-77.3,70.68
1001,OVD048,0,-59,215.59
1002,OVD048,5,-59.2,215.9
1003,OVD048,10,-59.2,215.7
1004,OVD048,15,-59.1,215.8
1005,OVD048,20,-59,215.9
1006,OVD048,25,-58.9,216
1007,OVD048,30,-58.7,216
1008,OVD048,35,-58.7,216
1009,OVD048,39.2,-58.6,215.9
1010,SC01,0,-60.65,216.26
1011,SC01,13.8,-60.65,216.26
1012,SC01,61.8,-60.11,215.38
1013,SC03,0,-59.22,211.16
1014,SC03,30,-59.22,211.16
1015,SC03,60,-59.06,211.11
1016,SC03,90,-58.91,211.56
1017,SC03,116,-58.67,211.62
1018,SC03,116.5,-58.67,211.62
1019,SC04,0,-67.62,212.2
1020,SC04,30,-67.62,212.2
1021,SC04,60,-67.72,211.92
1022,SC04,89.5,-67.65,212.44
1023,SC04,120,-67.76,211.09
1024,SC04,150.5,-67.72,212.39
1025,SC04,179.5,-67.17,212.57
1026,SC04,209.5,-66.73,213.2
1027,SC04,239.5,-66.73,213.18
1028,SC04,280.5,-66.35,212.72
1029,SC04,281.5,-66.35,212.72
1030,SC05,0,-70.17,30
1031,SC05,5,-70.17,29.93
1032,SC05,10,-70.02,30.18
1033,SC05,15,-69.95,30.38
1034,SC05,20,-69.91,30.2
1035,SC05,25,-69.84,30.37
1036,SC05,30,-69.85,30.25
1037,SC05,35,-69.79,30.68
1038,SC05,40,-69.8,31.05
1039,SC05,45,-69.78,31.16
1040,SC05,50,-69.71,31.43
1041,SC05,55,-69.63,31.32
1042,SC05,60,-69.47,31.7
1043,SC05,65,-69.38,31.95
1044,SC05,70,-69.44,32.05
1045,SC05,75,-69.45,32.42
1046,SC05,80,-69.44,32.55
1047,SC05,85,-69.46,32.95
1048,SC05,90,-69.51,32.98
1049,SC05,95,-69.49,33.14
1050,SC05,100,-69.44,33.67
1051,SC05,105,-69.36,34.54
1052,SC05,110,-69.38,34.62
1053,SC05,115,-69.42,35.11
1054,SC05,120,-69.37,35.34
1055,SC05,125,-69.3,35.58
1056,SC05,130,-69.23,35.39
1057,SC05,135,-69.3,35.33
1058,SC05,140,-69.36,35.62
1059,SC05,145,-69.33,35.67
1060,SC05,150,-69.29,36.05
1061,SC05,155,-69.26,36.2
1062,SC05,160,-69.16,36.84
1063,SC05,165,-69.11,36.91
1064,SC05,170,-69.14,37.02
1065,SC05,175,-69.23,37.43
1066,SC05,180,-69.31,37.89
1067,SC05,185,-69.25,38.07
1068,SC05,190,-69.16,38.45
1069,SC05,195,-69.12,38.77
1070,SC05,200,-69.06,39.01
1071,SC05,205,-68.97,39.22
1072,SC05,210,-69.02,39.28
1073,SC05,215,-69.05,39.43
1074,SC05,220,-68.94,39.5
1075,SC05,225,-68.84,39.56
1076,SC05,230,-68.63,39.73
1077,SC05,235,-68.59,39.72
1078,SC05,240,-68.56,39.92
1079,SC05,245,-68.48,39.78
1080,SC05,250,-68.45,40.09
1081,SC05,255,-68.34,40.1
1082,SC05,260,-68.29,40.23
1083,SC05,265,-68.22,40.31
1084,SC05,270,-68.11,40.34
1085,SC05,275,-68.1,40.44
1086,SC05,280,-68,40.46
1087,SC05,285,-67.94,40.14
1088,SC05,290,-67.74,40.14
1089,SC05,295,-67.59,40.15
1090,SC05,300,-67.57,40.38
1091,SC05,305,-67.48,40.34
1092,SC05,310,-67.44,40.35
1093,SC05,315,-67.42,40.63
1094,SC05,320,-67.34,40.68
1095,SC05,325,-67.37,40.68
1096,SC05,330,-67.26,40.8
1097,SC05,335,-67.24,40.95
1098,SC05,340,-67.18,41.04
1099,SC05,345,-67.05,40.83
1100,SC05,350,-67.17,41.06
1101,SC05,355,-67.16,41.16
1102,SC05,360,-67.19,41.12
1103,SC05,365,-67.14,41.24
1104,SC05,370,-66.9,41.21
1105,SC05,375,-66.85,41.28
1106,SC05,380,-66.9,41.33
1107,SC05,385,-66.93,41.66
1108,SC05,390,-66.93,41.64
1109,SC05,395,-66.75,41.92
1110,SC05,400,-66.7,41.96
1111,SC06,0,-68.2,186.3
1112,SC06,5,-68.3,186.2
1113,SC06,10,-68.3,186.2
1114,SC06,15,-68.2,186.4
1115,SC06,20,-68.3,186.7
1116,SC06,25,-68.3,186.8
1117,SC06,30,-68.3,187.4
1118,SC06,35,-68.3,187.4
1119,SC06,40,-68.2,187.3
1120,SC06,45,-68.1,187.2
1121,SC06,50,-68.1,186.9
1122,SC06,55,-68.1,186.9
1123,SC06,59.1,-68.2,187.1
1124,SC07,0,-69.3,178.4
1125,SC07,5,-69.4,178.1
1126,SC07,10,-69.3,178.2
1127,SC07,15,-69.2,178.3
1128,SC07,20,-69.2,178.4
1129,SC07,25,-69.2,178.3
1130,SC07,30,-69.4,178.5
1131,SC07,35,-69.4,178.5
1132,SC07,40,-69.5,178.6
1133,SC07,45,-69.5,178.7
1134,SC07,50,-69.5,178.8
1135,SC07,55,-69.6,178.7
1136,SC07,60,-69.6,178.7
1137,SC07,65,-69.6,178.6
1138,SC07,70,-69.6,178.5
1139,SC07,75,-69.7,178.8
1140,SC07,80,-69.6,178.8
1141,SC07,85,-69.7,178.8
1142,SC07,90,-69.8,178.7
1143,SC07,95,-69.8,178.9
1144,SC07,100,-69.8,179
1145,SC07,105,-70,178.9
1146,SC07,110,-70.1,178.9
1147,SC07,115,-70,178.8
1148,SC07,120,-70,178.7
1149,SC07,125,-69.9,178.8
1150,SC07,130,-69.8,178.8
1151,SC07,135,-69.7,178.8
1152,SC07,140,-69.7,179
1153,SC07,145,-69.7,179
1154,SC07,150,-69.8,178.9
1155,SC07,155,-69.9,178.8
1156,SC07,160,-69.8,178.8
1157,SC07,165,-69.8,179
1158,SC07,170,-69.7,179.1
1159,SC07,175,-69.8,179.3
1160,SC07,180,-69.8,179.5
1161,SC07,185,-69.8,179.6
1162,SC07,190,-69.9,179.8
1163,SC07,195,-69.8,179.8
1164,SC07,200,-69.9,180.1
1165,SC07,205,-69.9,180.1
1166,SC07,210,-69.9,180.4
1167,SC07,215,-69.9,180.4
1168,SC07,220,-69.9,180.7
1169,SC07,225,-70,180.5
1170,SC07,230,-70,180.7
1171,SC07,235,-70.1,181
1172,SC07,240,-70,181.1
1173,SC07,245,-70.1,181.6
1174,SC07,250,-70.1,181.7
1175,SC08,0,-60.69,60.77
1176,SC08,5,-60.47,60.38
1177,SC08,10,-60.46,60.38
1178,SC08,15,-60.59,60.47
1179,SC08,20,-60.74,60.59
1180,SC08,25,-60.56,60.93
1181,SC08,30,-60.62,61.06
1182,SC08,35,-60.46,61.38
1183,SC08,40,-60.38,61.53
1184,SC08,45,-60.25,61.67
1185,SC08,50,-60.14,61.78
1186,SC08,55,-60.02,61.83
1187,SC08,60,-59.92,62.03
1188,SC08,65,-59.73,61.4
1189,SC08,70,-59.65,61.59
1190,SC08,75,-59.51,61.54
1191,SC08,80,-59.29,61.82
1192,SC08,85,-59.11,61.74
1193,SC08,90,-58.95,61.78
1194,SC08,95,-58.83,61.83
1195,SC08,100,-58.7,61.85
1196,SC08,105,-58.45,61.81
1197,SC08,108.16,-58.34,61.77
1198,SC09,0,-49.21,79.89
1199,SC09,5,-49.45,79.97
1200,SC09,10,-49.49,80.11
1201,SC09,15,-49.45,80.21
1202,SC09,20,-49.37,80.39
1203,SC09,25,-49.28,80.56
1204,SC09,30,-49.17,80.69
1205,SC09,35,-48.88,80.88
1206,SC09,40,-48.6,80.97
1207,SC09,45,-48.44,81.08
1208,SC09,50,-48.23,81.17
1209,SC09,55,-48.15,81.2
1210,SC09,60,-48.17,81.28
1211,SC09,65,-47.92,81.2
1212,SC09,70,-47.77,81.27
1213,SC09,75,-47.66,81.35
1214,SC09,80,-47.57,81.3
1215,SC09,85,-47.5,81.57
1216,SC09,90,-47.5,81.63
1217,SC09,95,-47.42,81.66
1218,SC09,100,-47.29,81.7
1219,SC09,105,-47.4,81.78
1220,SC09,110,-47.36,81.87
1221,SC09,115,-47.36,81.96
1222,SC09,120,-47.45,82.17
1223,SC09,125,-47.45,82.5
1224,SC09,130,-47.4,82.67
1225,SC09,135,-47.35,82.77
1226,SC09,140,-47.33,82.85
1227,SC09,145,-47.22,82.93
1228,SC09,150,-47.08,83.08
1229,SC09,155,-47.12,83.11
1230,SC09,160,-47.02,83.22
1231,SC09,165,-46.99,83.37
1232,SC09,170,-46.96,83.55
1233,SC09,175,-46.94,83.67
1234,SC09,180,-46.91,83.67
1235,SC09,185,-46.93,83.78
1236,SC09,190,-46.86,83.81
1237,SC09,195,-46.9,83.89
1238,SC09,200,-46.79,83.7
1239,SC09,204.63,-46.83,83.76
1240,SC10,0,-74.8,178
1241,SC10,5,-74.9,178.5
1242,SC10,10,-74.9,178.2
1243,SC10,15,-74.9,178
1244,SC10,20,-74.8,177.9
1245,SC10,25,-74.9,177.6
1246,SC10,30,-75,177.6
1247,SC10,35,-75,177.7
1248,SC10,40,-75,177.7
1249,SC10,45,-75.1,177.6
1250,SC10,50,-75.3,177.5
1251,SC10,55,-75.3,177.4
1252,SC10,60,-75.4,177.7
1253,SC10,65,-75.4,177.6
1254,SC10,70,-75.4,177.6
1255,SC10,75,-75.6,177.7
1256,SC10,80,-75.6,178.1
1257,SC10,85,-75.4,178.5
1258,SC10,90,-75.5,178.2
1259,SC10,95,-75.5,178.1
1260,SC10,100,-75.6,178.2
1261,SC10,105,-75.6,178.6
1262,SC10,110,-75.6,178.6
1263,SC10,115,-75.4,178.7
1264,SC10,120,-75.3,178.7
1265,SC10,125,-75.1,178.5
1266,SC10,130,-74.9,178.5
1267,SC10,135,-74.5,177.8
1268,SC10,140,-74.2,178.1
1269,SC10,145,-73.8,178
1270,SC10,150,-73.5,178
1271,SC10,155,-73.1,177.7
1272,SC10,160,-72.9,177.4
1273,SC10,165,-72.6,177.5
1274,SC10,170,-72.5,177.5
1275,SC10,175,-72.2,177.5
1276,SC10,180,-71.9,177.8
1277,SC10,185,-71.6,178
1278,SC10,190,-71.4,178
1279,SC10,195,-71.3,178.1
1280,SC10,200,-71.1,178.3
1281,SC10,205,-71,178.3
1282,SC10,210,-70.9,178.5
1283,SC10,215,-70.9,178.9
1284,SC10,220,-70.8,178.9
1285,SC10,225,-70.8,179.2
1286,SC10,230,-70.6,179.4
1287,SC10,232.9,-70.6,179.1
1288,SC11,0,-70.3,178.3
1289,SC11,5,-70.1,178.2
1290,SC11,10,-70,178.3
1291,SC11,15,-70.1,178.5
1292,SC11,20,-70.3,178.5
1293,SC11,25,-70.4,178.6
1294,SC11,30,-70.4,178.3
1295,SC11,35,-70.5,178
1296,SC11,40,-70.4,178.3
1297,SC11,45,-70.6,178.1
1298,SC11,50,-70.7,178
1299,SC11,55,-70.8,178
1300,SC11,60,-70.9,178.2
1301,SC11,65,-71.1,177.8
1302,SC11,70,-71.6,177
1303,SC11,75,-71.6,176.9
1304,SC11,80,-71.3,177.2
1305,SC11,85,-71.2,177.8
1306,SC11,90,-71.3,178
1307,SC11,95,-71.2,178
1308,SC11,100,-70.9,177.9
1309,SC11,105,-70.7,177.7
1310,SC11,110,-70.6,177.5
1311,SC11,115,-70.7,177.7
1312,SC11,120,-70.9,177.5
1313,SC11,125,-70.8,177.5
1314,SC11,130,-70.7,177.9
1315,SC11,135,-70.7,178.1
1316,SC11,140,-70.5,178.2
1317,SC11,145,-70.5,178.4
1318,SC11,150,-70.4,178.6
1319,SC11,155,-70.3,178.5
1320,SC11,160,-70.2,178.7
1321,SC11,165,-70.1,178.9
1322,SC11,170,-70.1,178.8
1323,SC11,175,-70,179.1
1324,SC11,180,-69.9,178.9
1325,SC11,185,-69.8,179.3
1326,SC11,190,-69.7,179.2
1327,SC11,195,-69.5,179.8
1328,SC11,200,-69.5,179.8
1329,SC11,205,-69.3,179.9
1330,SC11,210,-69.3,180
1331,SC11,215,-69.1,180.3
1332,SC11,220,-69.1,180.5
1333,SC11,225,-69.1,180.6
1334,SC11,230,-69.1,180.8
1335,SC11,235,-69,180.8
1336,SC11,240,-69,181.2
1337,SC11,245,-68.9,181.4
1338,SC11,250,-68.9,181.4
1339,SC11,255,-68.8,181.7
1340,SC11,260,-68.8,181.7
1341,SC11,265,-68.7,181.8
1342,SC11,270,-68.7,182.2
1343,SC11,275,-68.5,182.4
1344,SC11,280,-68.6,182.7
1345,SC11,285,-68.5,182.6
1346,SC11,290,-68.5,183.1
1347,SC11,295,-68.4,183.2
1348,SC11,300,-68.4,183.5
1349,SC11,305,-68.3,183.6
1350,SC11,310,-68.2,183.9
1351,SC11,315,-68.1,184.1
1352,SC11,320,-68,184.2
1353,SC11,325,-67.9,184.3
1354,SC11,330,-67.8,184.5
1355,SC11,335,-67.7,184.7
1356,SC11,340,-67.7,184.8
1357,SC11,345,-67.6,184.9
1358,SC11,350,-67.6,185.1
1359,SC11,355,-67.5,185.1
1360,SC11,360,-67.5,185.3
1361,SC11,365,-67.4,185.3
1362,SC11,370,-67.3,185.6
1363,SC11,375,-67.3,185.8
1364,SC11,380,-67.3,185.9
1365,SC11,385,-67.2,186.1
1366,SC11,390,-67.2,186.6
1367,SC11,395,-67.1,187
1368,SC11,400,-67.1,187.2
1369,SC11,405,-66.9,187.1
1370,SC11,410,-66.9,187.5
1371,SC11,415,-66.8,187.5
1372,SC11,420,-66.8,187.7
1373,SC11,425,-66.6,187.8
1374,SC11,430,-66.5,187.9
1375,SC11,435,-66.4,188.1
1376,SC11,439,-66.2,188.4
1377,OVD011,0,-64.8,237.3
1378,OVD011,5,-64.9,237.2
1379,OVD011,10,-64.8,237
1380,OVD011,15,-65,237.1
1381,OVD011,20,-65.2,237.1
1382,OVD011,25,-65.5,237.2
1383,OVD011,30,-65.7,237.1
1384,OVD011,35,-65.9,236.8
1385,OVD011,40,-66.1,236.9
1386,OVD011,45,-66.3,237.1
1387,OVD011,50,-66.5,236.8
1388,OVD011,55,-66.6,237.2
1389,OVD011,60,-66.7,237
1390,OVD011,65,-66.6,237
1391,OVD011,70,-66.6,237
1392,OVD011,75,-66.6,236.7
1393,OVD011,80,-66.6,236.7
1394,OVD011,85,-66.7,236.6
1395,OVD011,90,-66.8,236.7
1396,OVD011,95,-66.9,236.6
1397,OVD011,100,-67,236.6
1398,OVD011,105,-67,236.4
1399,OVD011,110,-67,236.6
1400,OVD011,115,-67,236.6
1401,OVD011,120,-66.9,236.5
1402,OVD011,125,-66.9,236.5
1403,OVD011,130,-67,236.6
1404,OVD011,135,-67.1,237.7
1405,OVD011,140,-67,237.2
1406,OVD011,145,-67,237.2
1407,OVD011,150,-67.1,237
1408,OVD011,155,-67.1,236.8
1409,OVD011,160,-67.2,236.7
1410,OVD011,165,-67.2,236.6
1411,OVD011,170,-67.2,236.1
1412,OVD011,175,-67.2,236.2
1413,OVD011,180,-67.1,235.8
1414,OVD011,185,-67,235.7
1415,OVD011,190,-67.1,235.2
1416,OVD011,195,-67,234.5
1417,OVD011,200,-66.9,233.8
1418,OVD011,205,-66.8,233.3
1419,OVD011,210,-66.8,233
1420,OVD011,215,-66.8,232.9
1421,OVD011,220,-66.6,233.2
1422,OVD011,225,-66.6,232.9
1423,OVD011,230,-66.8,232.9
1424,OVD011,235,-66.7,233.1
1425,OVD011,240,-66.6,233.3
1426,OVD011,245,-66.5,233.5
1427,OVD011,250,-66.6,233.5
1428,OVD011,255,-66.8,233.7
1429,OVD011,260,-66.7,233.3
1430,OVD011,265,-66.6,233.5
1431,OVD011,270,-66.5,233.9
1432,OVD011,275,-66.6,234.2
1433,OVD011,280,-66.7,234.2
1434,OVD011,285,-66.6,234.2
1435,OVD011,290,-66.6,234.5
1436,OVD011,295,-66.5,234.5
1437,OVD011,300,-66.6,234.7
1438,OVD011,305,-66.5,234.9
1439,OVD011,310,-66.7,234.8
1440,OVD011,311.4,-66.7,234.8
1441,CRS01,0,-60.62,175.78
1442,CRS01,30,-60.62,175.78
1443,CRS01A,0,-70,30
1444,CRS01A,14.5,-70,30
1445,CRS01A,44.5,-70,30
1446,CRS01A,74.5,-70,30
1447,CRS01A,104.5,-70,30
1448,CRS01A,134.5,-70,30
1449,CRS01A,164.5,-70,30
1450,CRS01A,194.5,-70,30
1451,CRS01A,200.5,-70,30
1452,CRS02,0,-67.7,174.2
1453,CRS02,5,-67.7,175
1454,CRS02,10,-67.7,175.1
1455,CRS02,15,-67.5,174.9
1456,CRS02,20,-67.5,175
1457,CRS02,25,-67.6,175.1
1458,CRS02,30,-67.5,175.2
1459,CRS02,35,-67.4,175.2
1460,CRS02,40,-67.5,175.1
1461,CRS02,45,-67.5,175.3
1462,CRS02,50,-67.5,175.4
1463,CRS02,55,-67.5,175.6
1464,CRS02,60,-67.4,175.7
1465,CRS02,65,-67.5,175.8
1466,CRS02,70,-67.5,175.8
1467,CRS02,75,-67.4,176.2
1468,CRS02,80,-67.3,176.4
1469,CRS02,85,-67.4,176.6
1470,CRS02,90,-67.4,176.6
1471,CRS02,95,-67.5,176.9
1472,CRS02,100,-67.4,176.9
1473,CRS02,105,-67.4,177.2
1474,CRS02,106.3,-67.4,177.1
1475,CRS03,0,-59.4,177.5
1476,CRS03,5,-59.6,178.3
1477,CRS03,10,-59.7,178.5
1478,CRS03,15,-59.6,178.4
1479,CRS03,20,-59.3,178.6
1480,CRS03,25,-59.2,178.8
1481,CRS03,30,-59.1,178.8
1482,CRS03,35,-59.1,178.9
1483,CRS03,40,-58.9,178.9
1484,CRS03,45,-58.8,178.9
1485,CRS03,50,-58.8,178.7
1486,CRS03,55,-58.8,178.8
1487,CRS03,60,-58.7,178.9
1488,CRS03,65,-58.6,178.7
1489,CRS03,70,-58.6,178.7
1490,CRS03,75,-58.6,178.8
1491,CRS03,80,-58.6,178.9
1492,CRS03,85,-58.6,179.1
1493,CRS03,90,-58.6,179.2
1494,CRS03,95,-58.6,179.4
1495,CRS03,100,-58.6,179.4
1496,CRS03,105,-58.6,179.5
1497,CRS03,106.3,-58.6,179.6
1498,CRS04,0,-70.1,41.4
1499,CRS04,5,-70.2,41
1500,CRS04,10,-70.3,41.2
1501,CRS04,15,-70.4,41.4
1502,CRS04,20,-70.3,41.1
1503,CRS04,25,-70.3,41.2
1504,CRS04,30,-70.3,41.3
1505,CRS04,35,-70.3,41.7
1506,CRS04,40,-70.4,41.4
1507,CRS04,45,-70.4,41.6
1508,CRS04,50,-70.4,42
1509,CRS04,55,-70.4,41.7
1510,CRS04,60,-70.4,41.3
1511,CRS04,65,-70.4,41.4
1512,CRS04,70,-70.4,41.5
1513,CRS04,75,-70.5,41.4
1514,CRS04,80,-70.5,41.6
1515,CRS04,85,-70.5,41.9
1516,CRS04,90,-70.4,41.9
1517,CRS04,95,-70.5,42.2
1518,CRS04,100,-70.5,42.2
1519,CRS04,105,-70.5,42.2
1520,CRS04,110,-70.5,42.1
1521,CRS04,115,-70.4,42.3
1522,CRS04,120,-70.6,42.2
1523,CRS04,125,-70.6,42.6
1524,CRS04,130,-70.7,42.6
1525,CRS04,135,-70.8,42.5
1526,CRS04,140,-70.7,42.8
1527,CRS04,145,-70.8,42.9
1528,CRS04,149.1,-70.9,42.9
1529,BS001,0,-75.4,45.7
1530,BS001,5,-75.3,45.4
1531,BS001,10,-75.3,45.6
1532,BS001,15,-75.3,45.7
1533,BS001,20,-75.5,45.4
1534,BS001,25,-75.7,45.3
1535,BS001,30,-75.7,45.6
1536,BS001,35,-75.8,45.5
1537,BS001,40,-75.8,45.4
1538,BS001,45,-75.8,45.2
1539,BS001,50,-75.9,45
1540,BS001,55,-76,44.6
1541,BS001,60,-76,44.9
1542,BS001,65,-75.9,44.1
1543,BS001,70,-75.8,44.6
1544,BS001,75,-75.9,44.1
1545,BS001,80,-75.9,44.2
1546,BS001,85,-76,44.1
1547,BS001,90,-76.1,44.1
1548,BS001,95,-76.3,44.5
1549,BS001,100,-76.2,43.8
1550,BS001,105,-75.6,44.1
1551,BS001,110,-75.9,44.1
1552,BS001,115,-76.2,44.4
1553,BS001,120,-76.2,44.5
1554,BS001,125,-76.2,44.7
1555,BS001,130,-76.2,45.1
1556,BS001,135,-76.2,45
1557,BS001,140,-76.2,45
1558,BS001,145,-76.1,45.3
1559,BS001,150,-76.2,45.3
1560,BS001,155,-76.2,45.3
1561,BS001,160,-76.2,45.4
1562,BS001,165,-76.1,45.6
1563,BS001,170,-76.2,45.7
1564,BS001,175,-76.2,45.8
1565,BS001,180,-76.2,46
1566,BS001,185,-76.2,46.4
1567,BS001,190,-76.1,46.5
1568,BS001,195,-76.1,46.4
1569,BS001,200,-76.1,46.6
1570,BS001,205,-76.2,47
1571,BS001,210,-76.2,47.1
1572,BS001,215,-76.2,47.6
1573,BS001,220,-76.1,47.3
1574,BS001,225,-76.1,47.7
1575,BS001,230,-76.2,47.4
1576,BS001,235,-76.3,47.6
1577,BS001,240,-76.3,47.8
1578,BS001,245,-76.2,48.3
1579,BS001,250,-76.1,48.5
1580,BS001,255,-76.1,48.5
1581,BS001,260,-76.1,49
1582,BS001,265,-76.2,48.9
1583,BS001,270,-76.2,49.2
1584,BS001,275,-76.1,49.6
1585,BS001,280,-76,49.5
1586,BS001,285,-76.1,49.5
1587,BS001,290,-76.2,49.7
1588,BS001,295,-76.2,49.9
1589,BS001,300,-76.2,50.1
1590,BS001,305,-76.2,49.9
1591,BS001,310,-76.3,49.8
1592,BS001,315,-76.2,50.2
1593,BS001,320,-76.3,50.3
1594,BS001,325,-76.3,50.6
1595,BS001,330,-76.3,50.8
1596,BS001,335,-76.3,50.9
1597,BS001,340,-76.3,50.9
1598,BS001,345,-76.3,51.4
1599,BS001,350,-76.3,51.7
1600,BS001,355,-76.2,51.5
1601,BS001,360,-76.2,51.6
1602,BS001,365,-76.2,52
1603,BS001,370,-76.2,51.9
1604,BS001,375,-76.2,52.4
1605,BS001,380,-76.2,52
1606,BS001,385,-76.4,52.5
1607,BS001,390,-76.2,52.6
1608,BS001,395,-76.2,52.6
1609,BS001,400,-76.2,53.2
1610,BS001,405,-76.3,53.5
1611,BS001,410,-76.1,53.4
1612,BS001,415,-76.2,53.9
1613,BS001,420,-76.2,54.2
1614,BS001,425,-76.2,54
1615,BS001,430,-76.2,54.6
1616,BS001,435,-76.2,54.8
1617,BS001,440,-76.2,54.3
1618,BS001,445,-76.2,54.9
1619,BS001,450,-76.1,54.8
1620,BS001,455,-76.1,55.3
1621,BS001,460,-76.1,55.5
1622,BS001,465,-76.1,56.4
1623,BS001,470,-76.1,56.4
1624,BS001,475,-76,56.9
1625,BS001,480,-76,56.9
1626,BS001,485,-76,57.2
1627,BS001,490,-76.1,57.4
1628,BS001,495,-76.1,57.2
1629,BS001,500,-76.1,57.7
1630,BS001,505,-76.1,57.6
1631,BS001,510,-76.1,57.8
1632,BS001,515,-76.1,58
1633,BS001,520,-76.2,58
1634,BS001,522.4,-76.1,58.5
1635,OVD049,0,-69.25,59.29
1636,OVD049,5,-68.99,59.58
1637,OVD049,10,-69.1,59.71
1638,OVD049,15,-69.1,59.77
1639,OVD049,20,-69.09,59.77
1640,OVD049,25,-69.1,59.66
1641,OVD049,30,-69.08,59.98
1642,OVD049,35,-68.97,60.1
1643,OVD049,40,-68.94,59.81
1644,OVD049,45,-68.85,60.3
1645,OVD049,50,-68.77,60.23
1646,OVD049,55,-68.8,60.22
1647,OVD049,60,-68.77,60.36
1648,OVD049,65,-68.78,60.36
1649,OVD049,70,-68.7,60.61
1650,OVD049,75,-68.63,60.59
1651,OVD049,80,-68.6,61.06
1652,OVD049,85,-68.61,61.05
1653,OVD049,90,-68.64,60.69
1654,OVD049,95,-68.55,60.68
1655,OVD049,100,-68.52,61.01
1656,OVD049,105,-68.48,61.07
